Order Date,Ship Mode,Segment,Region,Category,Sales
14/11/2015,Standard Class,Consumer,Central,Office Supplies,11.52
17/01/2017,Standard Class,Corporate,South,Technology,316.0
17/09/2018,Second Class,Home Office,South,Furniture,723.92
17/09/2018,Second Class,Home Office,South,Office Supplies,106.32
23/12/2017,First Class,Corporate,Central,Furniture,141.372
06/08/2016,First Class,Corporate,Central,Office Supplies,27.216
05/11/2018,Standard Class,Consumer,East,Technology,390.75
11/06/2018,First Class,Home Office,West,Furniture,280.792
11/06/2018,First Class,Home Office,West,Office Supplies,68.448
11/06/2018,First Class,Home Office,West,Office Supplies,88.04
11/06/2018,First Class,Home Office,West,Office Supplies,15.872
11/06/2018,First Class,Home Office,West,Office Supplies,215.592
20/07/2018,Standard Class,Corporate,Central,Office Supplies,14.62
20/07/2018,Standard Class,Corporate,Central,Office Supplies,416.32
20/07/2018,Standard Class,Corporate,Central,Office Supplies,43.0
20/07/2018,Standard Class,Corporate,Central,Furniture,182.94
20/07/2018,Standard Class,Corporate,Central,Office Supplies,60.83
20/07/2018,Standard Class,Corporate,Central,Technology,389.97
23/12/2016,First Class,Consumer,South,Office Supplies,194.32
20/03/2018,Standard Class,Corporate,West,Technology,265.93
31/12/2016,Second Class,Corporate,South,Office Supplies,94.74
31/12/2016,Second Class,Corporate,South,Office Supplies,60.64
31/12/2016,Second Class,Corporate,South,Office Supplies,76.3
31/12/2016,Second Class,Corporate,South,Office Supplies,364.8
15/09/2016,Second Class,Corporate,East,Office Supplies,79.872
15/09/2016,Second Class,Corporate,East,Furniture,46.384
15/09/2016,Second Class,Corporate,East,Office Supplies,12.96
23/09/2018,First Class,Home Office,West,Office Supplies,14.352
25/12/2016,Standard Class,Corporate,East,Furniture,547.136
24/09/2017,Second Class,Corporate,West,Office Supplies,41.96
24/09/2017,Second Class,Corporate,West,Office Supplies,41.7
21/03/2018,Standard Class,Consumer,Central,Office Supplies,277.4
21/03/2018,Standard Class,Consumer,Central,Office Supplies,5.78
30/09/2015,Standard Class,Consumer,South,Office Supplies,69.216
10/12/2018,Same Day,Consumer,East,Office Supplies,10.86
10/12/2018,Same Day,Consumer,East,Office Supplies,426.79
23/08/2015,Same Day,Consumer,East,Office Supplies,25.92
23/08/2015,Same Day,Consumer,East,Office Supplies,45.92
19/08/2015,Standard Class,Consumer,East,Office Supplies,10.72
10/11/2017,Standard Class,Consumer,South,Office Supplies,41.86
31/12/2015,First Class,Home Office,East,Furniture,63.2
31/12/2015,First Class,Home Office,East,Technology,113.97
26/07/2015,Second Class,Consumer,Central,Office Supplies,123.552
22/02/2017,Standard Class,Home Office,Central,Office Supplies,490.32
13/03/2017,Standard Class,Consumer,Central,Office Supplies,70.08
13/03/2017,Standard Class,Consumer,Central,Office Supplies,1.272
13/03/2017,Standard Class,Consumer,Central,Furniture,557.585
02/12/2018,Same Day,Corporate,West,Office Supplies,9.024
02/12/2018,Same Day,Corporate,West,Office Supplies,69.456
02/12/2018,Same Day,Corporate,West,Office Supplies,10.86
02/12/2018,Same Day,Corporate,West,Office Supplies,79.47
02/12/2018,Same Day,Corporate,West,Office Supplies,10.08
31/08/2016,First Class,Corporate,West,Furniture,1552.831
31/08/2016,First Class,Corporate,West,Office Supplies,137.24
31/08/2016,First Class,Corporate,West,Technology,36.51
31/08/2016,First Class,Corporate,West,Technology,239.976
17/03/2015,Standard Class,Corporate,East,Furniture,1579.746
17/03/2015,Standard Class,Corporate,East,Furniture,1071.576
17/03/2015,Standard Class,Corporate,East,Furniture,613.908
17/03/2015,Standard Class,Corporate,East,Office Supplies,34.86
17/03/2015,Standard Class,Corporate,East,Office Supplies,155.04
16/04/2018,Standard Class,Consumer,East,Office Supplies,13.71
13/03/2017,Standard Class,Home Office,South,Furniture,127.88
13/03/2017,Standard Class,Home Office,South,Office Supplies,160.32
13/03/2017,Standard Class,Home Office,South,Office Supplies,46.0
24/11/2015,Second Class,Consumer,West,Furniture,120.712
10/02/2018,First Class,Consumer,East,Office Supplies,23.12
23/09/2017,Standard Class,Corporate,East,Furniture,532.704
23/09/2017,Standard Class,Corporate,East,Office Supplies,4.912
07/07/2018,Second Class,Corporate,East,Technology,252.0
07/07/2017,Second Class,Corporate,Central,Furniture,60.288
07/07/2017,Second Class,Corporate,Central,Office Supplies,2.632
07/07/2017,Second Class,Corporate,Central,Office Supplies,23.688
07/07/2017,Second Class,Corporate,Central,Furniture,253.372
24/01/2018,Standard Class,Consumer,South,Office Supplies,5.67
19/08/2015,Second Class,Consumer,East,Office Supplies,76.776
19/08/2015,Second Class,Consumer,East,Office Supplies,9.184
06/12/2016,Standard Class,Home Office,West,Office Supplies,32.75
06/05/2017,Standard Class,Home Office,East,Office Supplies,7.216
06/05/2017,Standard Class,Home Office,East,Office Supplies,49.568
06/05/2017,Standard Class,Home Office,East,Furniture,54.712
25/03/2018,First Class,Consumer,West,Office Supplies,176.04
25/03/2018,First Class,Consumer,West,Office Supplies,16.02
25/03/2018,First Class,Consumer,West,Office Supplies,185.92
25/03/2018,First Class,Consumer,West,Technology,211.168
25/03/2018,First Class,Consumer,West,Technology,479.984
12/12/2016,First Class,Consumer,West,Office Supplies,7.86
12/12/2016,First Class,Consumer,West,Office Supplies,24.448
06/12/2016,Standard Class,Consumer,East,Office Supplies,6.48
06/12/2016,Standard Class,Consumer,East,Office Supplies,41.86
06/12/2016,Standard Class,Consumer,East,Technology,1619.91
06/12/2016,Standard Class,Consumer,East,Furniture,113.92
17/03/2017,Standard Class,Consumer,East,Office Supplies,39.68
14/11/2016,Standard Class,Corporate,East,Technology,37.6
14/11/2016,Standard Class,Corporate,East,Technology,59.9
14/11/2016,Standard Class,Corporate,East,Office Supplies,37.0
14/08/2018,Second Class,Consumer,West,Office Supplies,5.76
14/08/2018,Second Class,Consumer,West,Office Supplies,16.68
09/09/2018,Standard Class,Corporate,South,Office Supplies,628.81
09/09/2018,Standard Class,Corporate,South,Office Supplies,56.45
01/04/2018,Second Class,Consumer,Central,Office Supplies,94.2
01/04/2018,Second Class,Consumer,Central,Office Supplies,28.4
27/09/2017,Standard Class,Corporate,Central,Furniture,956.6648
07/10/2018,Standard Class,Consumer,West,Technology,1115.91
07/10/2018,Standard Class,Consumer,West,Technology,128.744
07/10/2018,Standard Class,Consumer,West,Technology,79.92
20/01/2018,Standard Class,Consumer,West,Office Supplies,24.2
20/01/2018,Standard Class,Consumer,West,Technology,359.976
23/03/2018,First Class,Home Office,West,Furniture,211.84
01/08/2015,Standard Class,Home Office,East,Office Supplies,5.68
07/06/2016,Second Class,Corporate,West,Office Supplies,7.52
12/11/2015,Standard Class,Consumer,West,Office Supplies,11.96
12/11/2015,Standard Class,Consumer,West,Furniture,629.064
29/12/2017,Standard Class,Consumer,Central,Furniture,754.45
06/07/2016,Standard Class,Home Office,East,Furniture,301.96
12/10/2018,Standard Class,Corporate,West,Technology,595.0
12/10/2018,Standard Class,Corporate,West,Office Supplies,79.872
21/05/2017,Standard Class,Corporate,West,Technology,2396.4
09/11/2018,Standard Class,Corporate,West,Office Supplies,63.56
09/11/2018,Standard Class,Corporate,West,Technology,99.99
18/04/2017,Standard Class,Home Office,Central,Office Supplies,230.376
18/04/2017,Standard Class,Home Office,Central,Office Supplies,9.664
25/12/2018,Standard Class,Consumer,East,Technology,158.928
25/12/2018,Standard Class,Consumer,East,Office Supplies,13.023
25/12/2018,Standard Class,Consumer,East,Furniture,273.06
25/12/2018,Standard Class,Consumer,East,Office Supplies,39.312
11/06/2017,Standard Class,Corporate,Central,Office Supplies,1.344
11/06/2017,Standard Class,Corporate,Central,Office Supplies,8.272
11/06/2017,Standard Class,Corporate,Central,Furniture,12.544
13/05/2018,Standard Class,Home Office,West,Office Supplies,58.48
28/12/2018,Standard Class,Corporate,West,Furniture,7.4
25/03/2015,Standard Class,Consumer,East,Furniture,366.786
28/05/2018,Standard Class,Consumer,Central,Technology,54.368
14/11/2016,First Class,Corporate,South,Office Supplies,33.96
14/11/2016,First Class,Corporate,South,Office Supplies,826.11
03/07/2018,Standard Class,Consumer,West,Furniture,545.85
18/11/2015,Second Class,Consumer,West,Furniture,145.98
18/11/2015,Second Class,Consumer,West,Office Supplies,35.808
17/07/2018,Standard Class,Consumer,South,Furniture,7.904
22/05/2017,Standard Class,Consumer,East,Technology,345.0
22/05/2017,Standard Class,Consumer,East,Furniture,174.286
22/05/2017,Standard Class,Consumer,East,Office Supplies,662.84
22/05/2017,Standard Class,Consumer,East,Technology,95.1
22/05/2017,Standard Class,Consumer,East,Office Supplies,26.88
22/05/2017,Standard Class,Consumer,East,Technology,257.98
25/09/2016,Standard Class,Consumer,West,Office Supplies,17.48
31/10/2017,Standard Class,Consumer,East,Furniture,492.835
14/09/2016,Second Class,Consumer,South,Office Supplies,269.49
05/11/2017,Standard Class,Home Office,West,Office Supplies,29.12
17/03/2018,Second Class,Consumer,East,Office Supplies,18.75
17/03/2018,Second Class,Consumer,East,Technology,119.7
17/03/2018,Second Class,Consumer,East,Office Supplies,9.144
17/03/2018,Second Class,Consumer,East,Technology,57.06
17/03/2018,Second Class,Consumer,East,Technology,71.6
17/03/2018,Second Class,Consumer,East,Office Supplies,107.44
17/03/2018,Second Class,Consumer,East,Office Supplies,7.31
17/03/2018,Second Class,Consumer,East,Office Supplies,59.1
17/03/2018,Second Class,Consumer,East,Office Supplies,46.53
15/08/2018,Standard Class,Consumer,East,Office Supplies,97.84
11/07/2016,Second Class,Consumer,West,Office Supplies,29.97
11/07/2016,Second Class,Consumer,West,Office Supplies,98.352
03/12/2018,Standard Class,Consumer,East,Office Supplies,83.92
03/12/2018,Standard Class,Consumer,East,Office Supplies,14.624
03/12/2018,Standard Class,Consumer,East,Technology,136.99
03/12/2018,Standard Class,Consumer,East,Office Supplies,3.15
04/05/2018,Standard Class,Consumer,South,Office Supplies,9.11
04/05/2018,Standard Class,Consumer,South,Office Supplies,571.44
04/05/2018,Standard Class,Consumer,South,Office Supplies,32.4
04/05/2018,Standard Class,Consumer,South,Office Supplies,16.91
22/01/2017,Standard Class,Consumer,South,Furniture,14.272
22/01/2017,Standard Class,Consumer,South,Furniture,451.136
22/01/2017,Standard Class,Consumer,South,Office Supplies,64.864
03/11/2017,First Class,Consumer,West,Furniture,217.584
03/11/2017,First Class,Consumer,West,Technology,82.95
03/11/2017,First Class,Consumer,West,Office Supplies,87.71
03/11/2017,First Class,Consumer,West,Office Supplies,1101.48
04/09/2018,Second Class,Corporate,West,Furniture,1322.352
13/09/2015,Standard Class,Consumer,East,Office Supplies,5.46
19/06/2018,Standard Class,Consumer,Central,Office Supplies,11.184
19/06/2018,Standard Class,Consumer,Central,Office Supplies,153.584
24/12/2018,Standard Class,Consumer,West,Office Supplies,1003.62
28/08/2018,Standard Class,Home Office,West,Technology,35.168
28/08/2018,Standard Class,Home Office,West,Furniture,1137.75
28/08/2018,Standard Class,Home Office,West,Office Supplies,99.68
28/08/2018,Standard Class,Home Office,West,Office Supplies,5.56
02/01/2016,Second Class,Corporate,East,Office Supplies,85.52
02/01/2016,Second Class,Corporate,East,Office Supplies,9.84
02/01/2016,Second Class,Corporate,East,Office Supplies,20.04
09/10/2016,Second Class,Consumer,East,Technology,631.96
09/10/2016,Second Class,Consumer,East,Office Supplies,23.92
13/12/2015,Second Class,Consumer,West,Office Supplies,90.24
19/11/2015,Standard Class,Consumer,East,Technology,4548.81
10/09/2017,Second Class,Consumer,Central,Furniture,300.93
10/09/2017,Second Class,Consumer,Central,Technology,719.96
16/06/2015,Standard Class,Consumer,Central,Furniture,647.84
26/09/2016,Standard Class,Home Office,West,Office Supplies,64.17
26/09/2016,Standard Class,Home Office,West,Office Supplies,124.46
19/05/2017,Standard Class,Corporate,West,Office Supplies,9.584
22/06/2018,First Class,Consumer,South,Office Supplies,37.608
17/06/2018,First Class,Corporate,Central,Office Supplies,12.224
17/06/2018,First Class,Corporate,Central,Office Supplies,2.304
17/06/2018,First Class,Corporate,Central,Office Supplies,9.36
14/11/2017,Standard Class,Consumer,West,Office Supplies,7.38
25/07/2015,Second Class,Consumer,West,Office Supplies,53.72
25/07/2015,Second Class,Consumer,West,Office Supplies,8187.65
25/07/2015,Second Class,Consumer,West,Furniture,77.92
02/07/2016,Same Day,Consumer,Central,Office Supplies,32.784
02/03/2018,Standard Class,Corporate,West,Technology,196.776
02/03/2018,Standard Class,Corporate,West,Technology,479.94
18/11/2017,Standard Class,Home Office,Central,Office Supplies,1117.92
18/04/2016,First Class,Consumer,South,Technology,106.5
02/12/2018,Standard Class,Home Office,South,Office Supplies,45.66
11/11/2017,Standard Class,Corporate,Central,Technology,95.968
11/11/2017,Standard Class,Corporate,Central,Furniture,47.992
05/09/2015,Standard Class,Consumer,East,Office Supplies,264.32
15/11/2015,Standard Class,Consumer,Central,Office Supplies,604.656
02/05/2018,Standard Class,Corporate,East,Furniture,129.93
15/10/2017,Standard Class,Home Office,Central,Office Supplies,20.16
15/10/2017,Standard Class,Home Office,Central,Office Supplies,29.46
15/10/2017,Standard Class,Home Office,Central,Office Supplies,868.59
15/10/2017,Standard Class,Home Office,Central,Office Supplies,12.96
15/10/2017,Standard Class,Home Office,Central,Technology,5.5
15/10/2017,Standard Class,Home Office,Central,Office Supplies,121.6
06/04/2016,Standard Class,Consumer,Central,Office Supplies,42.048
06/04/2016,Standard Class,Consumer,Central,Technology,25.488
06/04/2016,Standard Class,Consumer,Central,Office Supplies,6.9
06/04/2016,Standard Class,Consumer,Central,Office Supplies,9.648
06/04/2016,Standard Class,Consumer,Central,Office Supplies,7.968
24/10/2015,Standard Class,Home Office,South,Office Supplies,10.368
17/08/2015,Standard Class,Corporate,South,Office Supplies,114.2
17/08/2015,Standard Class,Corporate,South,Office Supplies,17.96
17/08/2015,Standard Class,Corporate,South,Office Supplies,12.67
17/08/2015,Standard Class,Corporate,South,Technology,339.96
15/08/2018,Second Class,Corporate,East,Office Supplies,1801.632
06/09/2016,First Class,Corporate,West,Technology,46.32
27/01/2016,Second Class,Consumer,East,Furniture,181.986
27/01/2016,Second Class,Consumer,East,Technology,431.976
27/01/2016,Second Class,Consumer,East,Technology,155.37
16/07/2016,Same Day,Corporate,West,Furniture,1348.704
16/07/2016,Same Day,Corporate,West,Furniture,700.152
30/04/2017,Standard Class,Corporate,West,Furniture,111.888
26/09/2015,Second Class,Corporate,East,Office Supplies,143.952
08/09/2017,Standard Class,Home Office,East,Furniture,173.94
08/09/2017,Standard Class,Home Office,East,Office Supplies,14.76
16/04/2018,Standard Class,Consumer,West,Office Supplies,205.92
16/04/2018,Standard Class,Consumer,West,Furniture,102.833
16/08/2016,Standard Class,Consumer,West,Office Supplies,2.304
16/08/2016,Standard Class,Consumer,West,Technology,1879.96
16/08/2016,Standard Class,Consumer,West,Office Supplies,313.024
16/08/2016,Standard Class,Consumer,West,Office Supplies,5.04
19/11/2018,Standard Class,Consumer,South,Furniture,821.88
19/11/2018,Standard Class,Consumer,South,Office Supplies,21.96
14/09/2017,Standard Class,Home Office,South,Office Supplies,25.92
15/08/2017,Standard Class,Consumer,South,Technology,705.544
26/09/2016,Standard Class,Consumer,East,Technology,50.0
08/10/2017,Standard Class,Corporate,Central,Furniture,51.712
24/03/2016,Standard Class,Corporate,South,Office Supplies,6.992
31/05/2016,Standard Class,Consumer,West,Furniture,1406.86
31/05/2016,Standard Class,Consumer,West,Office Supplies,15.75
31/05/2016,Standard Class,Consumer,West,Office Supplies,323.1
25/12/2016,Standard Class,Consumer,South,Office Supplies,9.216
25/12/2016,Standard Class,Consumer,South,Office Supplies,10.368
17/03/2016,Second Class,Corporate,East,Technology,15.02
17/03/2016,Second Class,Corporate,East,Office Supplies,33.82
21/12/2018,First Class,Consumer,South,Technology,71.0
01/11/2018,Second Class,Consumer,West,Office Supplies,25.12
01/11/2018,Second Class,Consumer,West,Furniture,2665.62
07/09/2018,Standard Class,Corporate,East,Office Supplies,478.08
27/12/2018,Same Day,Corporate,East,Technology,164.388
27/12/2018,Same Day,Corporate,East,Office Supplies,13.248
16/07/2018,Standard Class,Home Office,Central,Office Supplies,2.912
12/08/2017,Second Class,Consumer,Central,Technology,1399.944
09/07/2018,Standard Class,Home Office,Central,Furniture,526.45
22/11/2015,Standard Class,Corporate,South,Office Supplies,16.23
22/11/2015,Standard Class,Corporate,South,Office Supplies,319.9
22/11/2015,Standard Class,Corporate,South,Office Supplies,11.36
22/11/2015,Standard Class,Corporate,South,Office Supplies,675.12
26/01/2015,Standard Class,Home Office,South,Furniture,62.82
26/01/2015,Standard Class,Home Office,South,Office Supplies,489.92
26/01/2015,Standard Class,Home Office,South,Office Supplies,19.44
26/01/2015,Standard Class,Home Office,South,Office Supplies,16.68
26/01/2015,Standard Class,Home Office,South,Technology,155.35
26/01/2015,Standard Class,Home Office,South,Furniture,12.42
26/01/2015,Standard Class,Home Office,South,Technology,187.98
03/11/2016,Standard Class,Corporate,Central,Office Supplies,6.608
30/06/2018,Standard Class,Consumer,East,Office Supplies,248.57
30/06/2018,Standard Class,Consumer,East,Furniture,22.23
05/05/2017,Standard Class,Home Office,West,Office Supplies,5.98
05/05/2017,Standard Class,Home Office,West,Technology,246.168
08/09/2017,Standard Class,Consumer,Central,Furniture,14.136
08/09/2017,Standard Class,Consumer,Central,Furniture,601.47
24/11/2018,Second Class,Corporate,South,Technology,79.1
24/11/2018,Second Class,Corporate,South,Office Supplies,327.84
13/05/2018,Standard Class,Corporate,Central,Office Supplies,180.96
13/05/2018,Standard Class,Corporate,Central,Office Supplies,914.97
13/05/2018,Standard Class,Corporate,Central,Technology,587.97
13/05/2018,Standard Class,Corporate,Central,Office Supplies,530.34
13/05/2018,Standard Class,Corporate,Central,Office Supplies,14.94
23/04/2018,Standard Class,Consumer,East,Office Supplies,121.94
23/04/2018,Standard Class,Consumer,East,Office Supplies,122.71
04/06/2017,Same Day,Consumer,East,Office Supplies,14.94
04/06/2017,Same Day,Consumer,East,Technology,1349.85
04/06/2017,Same Day,Consumer,East,Furniture,136.784
04/06/2017,Same Day,Consumer,East,Furniture,61.12
16/12/2015,Standard Class,Corporate,South,Office Supplies,1.167
04/03/2017,Standard Class,Home Office,West,Office Supplies,16.99
25/11/2015,Standard Class,Corporate,Central,Technology,24.672
25/11/2015,Standard Class,Corporate,Central,Office Supplies,2.52
25/11/2015,Standard Class,Corporate,Central,Furniture,1218.735
25/11/2015,Standard Class,Corporate,Central,Office Supplies,5.904
25/11/2015,Standard Class,Corporate,Central,Office Supplies,15.696
25/11/2015,Standard Class,Corporate,Central,Furniture,6.096
28/04/2017,Standard Class,Corporate,West,Furniture,41.568
26/04/2015,Standard Class,Corporate,West,Furniture,230.28
26/04/2015,Standard Class,Corporate,West,Office Supplies,18.288
01/04/2018,Standard Class,Consumer,West,Office Supplies,5.78
01/04/2018,Standard Class,Consumer,West,Office Supplies,121.68
22/12/2018,Standard Class,Corporate,West,Office Supplies,4.17
22/12/2018,Standard Class,Corporate,West,Technology,67.04
22/12/2018,Standard Class,Corporate,West,Office Supplies,37.32
22/12/2018,Standard Class,Corporate,West,Office Supplies,18.45
03/12/2015,Second Class,Corporate,Central,Office Supplies,25.92
22/10/2018,First Class,Home Office,East,Technology,11199.968
22/10/2018,First Class,Home Office,East,Technology,2399.6
22/10/2018,First Class,Home Office,East,Office Supplies,63.9
22/10/2018,First Class,Home Office,East,Technology,52.99
13/11/2018,First Class,Corporate,East,Technology,60.864
13/11/2018,First Class,Corporate,East,Technology,652.995
13/11/2018,First Class,Corporate,East,Office Supplies,11.22
10/09/2016,Standard Class,Consumer,Central,Office Supplies,14.94
15/05/2018,Standard Class,Consumer,West,Furniture,39.96
15/05/2018,Standard Class,Consumer,West,Furniture,42.624
15/05/2018,Standard Class,Consumer,West,Furniture,220.96
05/07/2016,Second Class,Corporate,South,Furniture,4.928
05/07/2016,Second Class,Corporate,South,Office Supplies,7.23
15/08/2016,Standard Class,Corporate,West,Office Supplies,323.1
12/06/2018,Standard Class,Consumer,East,Office Supplies,19.04
12/06/2018,Standard Class,Consumer,East,Office Supplies,13.128
12/06/2018,Standard Class,Consumer,East,Office Supplies,64.14
12/06/2018,Standard Class,Consumer,East,Furniture,858.24
20/02/2016,Standard Class,Consumer,South,Technology,29.99
29/12/2017,First Class,Consumer,Central,Office Supplies,186.048
17/04/2017,Second Class,Home Office,South,Technology,36.792
17/04/2017,Second Class,Home Office,South,Furniture,18.624
07/09/2015,Second Class,Consumer,Central,Furniture,57.69
07/09/2015,Second Class,Consumer,Central,Office Supplies,42.81
07/09/2015,Second Class,Consumer,Central,Office Supplies,12.96
07/09/2015,Second Class,Consumer,Central,Furniture,821.88
07/09/2015,Second Class,Consumer,Central,Technology,104.85
26/09/2017,Standard Class,Corporate,West,Furniture,424.9575
17/09/2018,Second Class,Corporate,West,Office Supplies,10.776
17/09/2018,Second Class,Corporate,West,Office Supplies,11.784
17/09/2018,Second Class,Corporate,West,Office Supplies,164.88
17/09/2018,Second Class,Corporate,West,Furniture,1292.94
17/09/2018,Second Class,Corporate,West,Office Supplies,25.584
17/09/2018,Second Class,Corporate,West,Office Supplies,261.74
17/09/2018,Second Class,Corporate,West,Office Supplies,14.4
16/08/2017,Standard Class,Consumer,West,Office Supplies,10.86
24/12/2016,Standard Class,Corporate,West,Furniture,883.84
28/11/2018,Standard Class,Corporate,East,Technology,1979.89
28/11/2018,Standard Class,Corporate,East,Office Supplies,79.96
14/04/2018,First Class,Home Office,Central,Office Supplies,8.76
01/05/2017,First Class,Consumer,South,Office Supplies,3.984
01/05/2017,First Class,Consumer,South,Furniture,370.62
01/05/2017,First Class,Consumer,South,Office Supplies,2.742
01/10/2017,Same Day,Consumer,Central,Technology,79.512
01/10/2017,Same Day,Consumer,Central,Office Supplies,28.352
25/08/2016,Standard Class,Home Office,West,Furniture,40.784
25/08/2016,Standard Class,Home Office,West,Office Supplies,105.96
09/09/2015,Second Class,Corporate,East,Office Supplies,166.44
09/09/2015,Second Class,Corporate,East,Furniture,785.88
09/09/2015,Second Class,Corporate,East,Office Supplies,26.2
09/09/2015,Second Class,Corporate,East,Office Supplies,1325.85
03/12/2018,Same Day,Consumer,West,Office Supplies,166.44
27/11/2018,Standard Class,Consumer,South,Office Supplies,8.76
27/11/2018,Standard Class,Consumer,South,Office Supplies,43.584
21/06/2015,Same Day,Consumer,West,Office Supplies,11.088
21/06/2015,Same Day,Consumer,West,Office Supplies,25.164
21/01/2018,Standard Class,Home Office,Central,Office Supplies,14.4
21/01/2018,Standard Class,Home Office,Central,Technology,619.95
21/01/2018,Standard Class,Home Office,Central,Office Supplies,89.52
21/01/2018,Standard Class,Home Office,Central,Technology,350.973
21/01/2018,Standard Class,Home Office,Central,Technology,164.99
29/06/2018,Standard Class,Consumer,West,Office Supplies,312.552
06/09/2017,Standard Class,Consumer,South,Office Supplies,95.952
06/09/2017,Standard Class,Consumer,South,Office Supplies,3.204
04/08/2017,First Class,Consumer,Central,Office Supplies,3.98
12/11/2016,First Class,Corporate,West,Office Supplies,15.7
30/06/2015,First Class,Consumer,Central,Office Supplies,5.248
04/12/2018,Standard Class,Consumer,East,Office Supplies,5.346
28/08/2017,Standard Class,Consumer,West,Office Supplies,15.48
28/08/2017,Standard Class,Consumer,West,Technology,108.576
22/01/2017,Standard Class,Corporate,West,Furniture,109.9
15/10/2015,Standard Class,Consumer,South,Furniture,15.384
07/02/2017,First Class,Consumer,East,Office Supplies,30.352
18/03/2015,Standard Class,Home Office,South,Technology,821.3
18/03/2015,Standard Class,Home Office,South,Technology,22638.48
18/03/2015,Standard Class,Home Office,South,Office Supplies,21.376
18/03/2015,Standard Class,Home Office,South,Office Supplies,8.016
18/03/2015,Standard Class,Home Office,South,Furniture,30.768
18/03/2015,Standard Class,Home Office,South,Office Supplies,18.936
18/03/2015,Standard Class,Home Office,South,Furniture,122.352
24/05/2015,Standard Class,Consumer,East,Office Supplies,116.28
11/07/2018,Second Class,Consumer,East,Technology,132.6
16/06/2018,Standard Class,Home Office,West,Office Supplies,16.68
16/06/2018,Standard Class,Home Office,West,Office Supplies,19.44
16/06/2018,Standard Class,Home Office,West,Office Supplies,192.16
30/01/2016,Standard Class,Consumer,West,Furniture,227.36
30/01/2016,Standard Class,Consumer,West,Technology,1919.976
11/12/2016,Standard Class,Consumer,South,Office Supplies,12.828
09/10/2018,First Class,Corporate,East,Furniture,45.888
29/07/2018,Second Class,Consumer,East,Office Supplies,60.12
25/04/2015,Standard Class,Consumer,South,Technology,302.376
01/12/2016,Standard Class,Home Office,West,Office Supplies,13.9
04/12/2015,Standard Class,Corporate,East,Technology,129.98
26/08/2018,Standard Class,Home Office,South,Technology,71.98
07/09/2015,Standard Class,Consumer,East,Technology,377.97
21/12/2018,Standard Class,Consumer,West,Office Supplies,124.36
06/12/2015,Second Class,Consumer,Central,Furniture,23.976
04/11/2015,Second Class,Corporate,South,Office Supplies,8.376
04/11/2015,Second Class,Corporate,South,Office Supplies,58.24
14/04/2017,Second Class,Consumer,South,Office Supplies,81.2
04/10/2015,Standard Class,Consumer,West,Office Supplies,14.45
04/10/2015,Standard Class,Consumer,West,Office Supplies,95.648
07/11/2018,Standard Class,Consumer,East,Technology,359.97
07/11/2018,Standard Class,Consumer,East,Furniture,350.352
22/12/2018,First Class,Consumer,East,Office Supplies,1.641
22/12/2018,First Class,Consumer,East,Technology,629.958
13/02/2018,Standard Class,Consumer,West,Office Supplies,6.63
13/02/2018,Standard Class,Consumer,West,Technology,799.96
13/02/2018,Standard Class,Consumer,West,Furniture,107.53
02/07/2015,Standard Class,Consumer,East,Technology,73.98
02/07/2015,Standard Class,Consumer,East,Office Supplies,5.58
21/02/2016,Second Class,Consumer,West,Office Supplies,49.12
13/11/2016,Standard Class,Consumer,East,Technology,377.97
13/11/2016,Standard Class,Consumer,East,Office Supplies,42.28
13/11/2016,Standard Class,Consumer,East,Furniture,299.97
13/11/2016,Standard Class,Consumer,East,Technology,89.98
16/04/2018,First Class,Corporate,South,Office Supplies,477.24
16/04/2018,First Class,Corporate,South,Technology,25.98
25/02/2017,Second Class,Consumer,East,Office Supplies,46.72
04/11/2015,Standard Class,Consumer,West,Furniture,35.34
20/06/2016,Second Class,Corporate,West,Furniture,257.64
20/06/2016,Second Class,Corporate,West,Technology,125.976
07/08/2018,Second Class,Consumer,South,Technology,79.992
12/05/2015,Standard Class,Consumer,East,Furniture,700.056
22/11/2016,Standard Class,Home Office,Central,Technology,27.168
04/12/2016,Standard Class,Consumer,South,Office Supplies,8.226
08/06/2015,Standard Class,Consumer,West,Furniture,585.552
08/08/2015,Second Class,Consumer,West,Office Supplies,423.28
26/05/2015,Standard Class,Consumer,West,Furniture,225.296
17/04/2016,Standard Class,Consumer,West,Office Supplies,5.56
17/04/2016,Standard Class,Consumer,West,Technology,323.37
17/04/2016,Standard Class,Consumer,West,Technology,783.96
17/04/2016,Standard Class,Consumer,West,Office Supplies,1447.65
17/04/2016,Standard Class,Consumer,West,Office Supplies,11.96
11/06/2017,Second Class,Consumer,East,Technology,239.97
11/03/2017,Standard Class,Home Office,South,Furniture,76.92
11/03/2017,Standard Class,Home Office,South,Office Supplies,481.32
26/05/2015,First Class,Home Office,West,Office Supplies,48.4
12/10/2018,First Class,Home Office,West,Technology,0.99
12/10/2018,First Class,Home Office,West,Office Supplies,101.84
22/06/2018,Standard Class,Home Office,East,Office Supplies,10.332
22/06/2018,Standard Class,Home Office,East,Office Supplies,31.155
22/06/2018,Standard Class,Home Office,East,Office Supplies,8.928
15/01/2018,First Class,Consumer,East,Office Supplies,34.384
15/01/2018,First Class,Consumer,East,Office Supplies,1924.16
02/04/2016,Standard Class,Consumer,Central,Office Supplies,32.192
02/04/2016,Standard Class,Consumer,Central,Technology,50.12
02/04/2016,Standard Class,Consumer,Central,Technology,47.976
