Order Date,Ship Mode,Segment,Region,Category
15/01/2015,First Class,Consumer,South,Technology
30/04/2018,Standard Class,Home Office,South,Office Supplies
30/04/2018,Standard Class,Home Office,South,Office Supplies
30/04/2018,Standard Class,Home Office,South,Office Supplies
08/11/2016,Standard Class,Consumer,East,Office Supplies
30/10/2016,Second Class,Home Office,Central,Technology
17/08/2018,First Class,Corporate,East,Office Supplies
17/08/2018,First Class,Corporate,East,Furniture
03/10/2016,Standard Class,Corporate,East,Office Supplies
08/07/2017,Second Class,Corporate,Central,Technology
08/07/2017,Second Class,Corporate,Central,Office Supplies
05/12/2018,Second Class,Consumer,West,Office Supplies
09/03/2018,Standard Class,Corporate,West,Technology
09/06/2017,Standard Class,Consumer,West,Technology
28/11/2018,First Class,Consumer,West,Office Supplies
16/03/2018,Second Class,Home Office,West,Office Supplies
16/03/2018,Second Class,Home Office,West,Office Supplies
16/03/2018,Second Class,Home Office,West,Technology
27/11/2017,Second Class,Consumer,West,Technology
06/08/2018,Second Class,Consumer,South,Furniture
06/08/2018,Second Class,Consumer,South,Furniture
27/11/2018,Standard Class,Corporate,West,Office Supplies
27/11/2018,Standard Class,Corporate,West,Technology
25/05/2016,Second Class,Home Office,West,Furniture
08/07/2017,Standard Class,Consumer,West,Office Supplies
08/07/2017,Standard Class,Consumer,West,Office Supplies
08/07/2017,Standard Class,Consumer,West,Office Supplies
08/07/2017,Standard Class,Consumer,West,Furniture
29/08/2018,First Class,Corporate,Central,Office Supplies
29/08/2018,First Class,Corporate,Central,Office Supplies
29/08/2018,First Class,Corporate,Central,Office Supplies
20/06/2017,Standard Class,Corporate,Central,Technology
20/06/2017,Standard Class,Corporate,Central,Office Supplies
02/09/2018,Standard Class,Corporate,East,Office Supplies
02/09/2018,Standard Class,Corporate,East,Furniture
02/09/2018,Standard Class,Corporate,East,Furniture
02/09/2018,Standard Class,Corporate,East,Office Supplies
02/09/2018,Standard Class,Corporate,East,Office Supplies
02/09/2018,Standard Class,Corporate,East,Technology
02/09/2018,Standard Class,Corporate,East,Office Supplies
02/09/2018,Standard Class,Corporate,East,Furniture
02/09/2018,Standard Class,Corporate,East,Office Supplies
02/09/2018,Standard Class,Corporate,East,Technology
02/09/2018,Standard Class,Corporate,East,Technology
02/09/2018,Standard Class,Corporate,East,Office Supplies
10/09/2018,Second Class,Consumer,Central,Office Supplies
10/09/2018,Second Class,Consumer,Central,Office Supplies
10/09/2018,Second Class,Consumer,Central,Technology
10/09/2018,Second Class,Consumer,Central,Technology
10/09/2018,Second Class,Consumer,Central,Office Supplies
10/09/2018,Second Class,Consumer,Central,Office Supplies
10/09/2018,Second Class,Consumer,Central,Office Supplies
10/09/2018,Second Class,Consumer,Central,Office Supplies
21/12/2018,Standard Class,Consumer,East,Technology
21/12/2018,Standard Class,Consumer,East,Office Supplies
21/12/2018,Standard Class,Consumer,East,Office Supplies
23/09/2018,Standard Class,Consumer,Central,Technology
06/05/2018,Standard Class,Home Office,Central,Office Supplies
06/05/2018,Standard Class,Home Office,Central,Technology
14/12/2015,Standard Class,Consumer,Central,Office Supplies
14/12/2015,Standard Class,Consumer,Central,Office Supplies
14/12/2015,Standard Class,Consumer,Central,Technology
18/10/2015,Second Class,Corporate,South,Office Supplies
18/10/2015,Second Class,Corporate,South,Technology
18/10/2015,Second Class,Corporate,South,Furniture
08/05/2016,Standard Class,Consumer,West,Office Supplies
14/04/2017,Same Day,Consumer,West,Furniture
14/04/2017,Same Day,Consumer,West,Office Supplies
14/12/2016,Second Class,Corporate,South,Office Supplies
03/12/2015,Standard Class,Consumer,Central,Technology
25/11/2015,Second Class,Corporate,West,Office Supplies
25/11/2015,Second Class,Corporate,West,Furniture
25/11/2015,Second Class,Corporate,West,Office Supplies
25/07/2017,First Class,Consumer,East,Technology
09/11/2016,Standard Class,Consumer,Central,Office Supplies
09/11/2016,Standard Class,Consumer,Central,Furniture
09/11/2016,Standard Class,Consumer,Central,Office Supplies
09/11/2016,Standard Class,Consumer,Central,Office Supplies
24/02/2018,Standard Class,Consumer,East,Office Supplies
25/06/2018,Standard Class,Home Office,West,Office Supplies
25/06/2018,Standard Class,Home Office,West,Office Supplies
25/06/2018,Standard Class,Home Office,West,Office Supplies
02/12/2018,Second Class,Consumer,Central,Office Supplies
02/12/2018,Second Class,Consumer,Central,Furniture
06/02/2015,First Class,Corporate,South,Office Supplies
06/02/2015,First Class,Corporate,South,Technology
06/02/2015,First Class,Corporate,South,Technology
11/04/2018,Standard Class,Consumer,West,Technology
11/04/2018,Standard Class,Consumer,West,Office Supplies
25/12/2018,Second Class,Consumer,South,Office Supplies
25/12/2018,Second Class,Consumer,South,Furniture
11/04/2018,Standard Class,Home Office,Central,Office Supplies
31/12/2015,Standard Class,Corporate,Central,Office Supplies
31/12/2015,Standard Class,Corporate,Central,Technology
03/08/2018,First Class,Consumer,Central,Furniture
15/11/2015,Standard Class,Consumer,South,Office Supplies
15/11/2015,Standard Class,Consumer,South,Office Supplies
15/11/2015,Standard Class,Consumer,South,Office Supplies
11/12/2016,Same Day,Consumer,Central,Technology
11/12/2016,Same Day,Consumer,Central,Office Supplies
18/09/2017,Standard Class,Consumer,South,Furniture
18/09/2017,Standard Class,Consumer,South,Office Supplies
18/09/2017,Standard Class,Consumer,South,Office Supplies
19/03/2016,Standard Class,Consumer,West,Office Supplies
19/03/2016,Standard Class,Consumer,West,Office Supplies
19/03/2016,Standard Class,Consumer,West,Office Supplies
19/03/2016,Standard Class,Consumer,West,Office Supplies
19/09/2017,First Class,Home Office,East,Office Supplies
19/09/2017,First Class,Home Office,East,Office Supplies
19/09/2017,First Class,Home Office,East,Office Supplies
19/09/2017,First Class,Home Office,East,Furniture
20/08/2018,Second Class,Consumer,West,Office Supplies
13/03/2016,First Class,Consumer,West,Furniture
08/09/2017,Second Class,Home Office,West,Office Supplies
08/09/2017,Second Class,Home Office,West,Office Supplies
26/11/2016,Standard Class,Corporate,East,Office Supplies
26/11/2016,Standard Class,Corporate,East,Office Supplies
26/11/2016,Standard Class,Corporate,East,Office Supplies
26/11/2016,Standard Class,Corporate,East,Office Supplies
09/12/2017,Standard Class,Corporate,Central,Office Supplies
09/12/2017,Standard Class,Corporate,Central,Office Supplies
25/09/2018,Standard Class,Consumer,Central,Office Supplies
25/09/2018,Standard Class,Consumer,Central,Furniture
23/01/2016,Standard Class,Home Office,West,Office Supplies
23/01/2016,Standard Class,Home Office,West,Office Supplies
18/06/2016,Standard Class,Home Office,West,Office Supplies
18/06/2016,Standard Class,Home Office,West,Office Supplies
18/06/2016,Standard Class,Home Office,West,Office Supplies
18/06/2016,Standard Class,Home Office,West,Furniture
02/10/2016,Standard Class,Corporate,West,Office Supplies
18/11/2018,Standard Class,Corporate,East,Office Supplies
17/08/2015,Standard Class,Corporate,Central,Office Supplies
17/07/2017,Standard Class,Corporate,East,Office Supplies
17/07/2017,Standard Class,Corporate,East,Technology
17/07/2017,Standard Class,Corporate,East,Office Supplies
11/07/2016,First Class,Consumer,East,Furniture
11/07/2016,First Class,Consumer,East,Office Supplies
11/07/2016,First Class,Consumer,East,Office Supplies
11/07/2016,First Class,Consumer,East,Furniture
11/07/2016,First Class,Consumer,East,Office Supplies
11/07/2016,First Class,Consumer,East,Furniture
01/12/2017,Standard Class,Consumer,Central,Furniture
22/12/2018,First Class,Consumer,Central,Technology
22/12/2018,First Class,Consumer,Central,Furniture
22/12/2018,First Class,Consumer,Central,Technology
22/12/2018,First Class,Consumer,Central,Furniture
31/10/2015,Standard Class,Corporate,West,Office Supplies
31/10/2015,Standard Class,Corporate,West,Office Supplies
31/10/2015,Standard Class,Corporate,West,Office Supplies
31/10/2015,Standard Class,Corporate,West,Office Supplies
31/10/2015,Standard Class,Corporate,West,Office Supplies
31/10/2015,Standard Class,Corporate,West,Office Supplies
31/10/2015,Standard Class,Corporate,West,Furniture
31/10/2015,Standard Class,Corporate,West,Technology
31/10/2015,Standard Class,Corporate,West,Office Supplies
13/04/2016,Standard Class,Consumer,West,Technology
13/04/2016,Standard Class,Consumer,West,Furniture
21/07/2017,Second Class,Corporate,East,Office Supplies
20/11/2018,Standard Class,Consumer,West,Furniture
26/11/2017,Standard Class,Corporate,West,Office Supplies
07/11/2018,Second Class,Home Office,West,Technology
07/11/2018,Second Class,Home Office,West,Technology
01/12/2015,Standard Class,Consumer,West,Furniture
12/09/2018,First Class,Consumer,East,Office Supplies
12/09/2018,First Class,Consumer,East,Office Supplies
12/09/2018,First Class,Consumer,East,Office Supplies
24/12/2016,Standard Class,Consumer,West,Office Supplies
24/12/2016,Standard Class,Consumer,West,Technology
24/12/2016,Standard Class,Consumer,West,Furniture
23/02/2018,Standard Class,Consumer,West,Office Supplies
23/11/2015,Standard Class,Home Office,Central,Office Supplies
23/06/2017,Standard Class,Consumer,East,Office Supplies
23/06/2017,Standard Class,Consumer,East,Office Supplies
23/06/2017,Standard Class,Consumer,East,Office Supplies
23/06/2017,Standard Class,Consumer,East,Office Supplies
23/06/2017,Standard Class,Consumer,East,Office Supplies
26/10/2016,Standard Class,Corporate,West,Office Supplies
15/07/2018,Standard Class,Consumer,East,Office Supplies
15/07/2018,Standard Class,Consumer,East,Furniture
17/11/2015,Standard Class,Home Office,Central,Furniture
13/04/2016,Second Class,Consumer,West,Office Supplies
25/11/2016,Standard Class,Consumer,South,Office Supplies
15/05/2017,Standard Class,Home Office,South,Office Supplies
15/05/2017,Standard Class,Home Office,South,Office Supplies
15/05/2017,Standard Class,Home Office,South,Office Supplies
07/09/2018,Standard Class,Consumer,West,Office Supplies
07/09/2018,Standard Class,Consumer,West,Technology
10/03/2015,Standard Class,Consumer,West,Office Supplies
10/03/2015,Standard Class,Consumer,West,Office Supplies
18/07/2015,Same Day,Home Office,West,Furniture
24/03/2018,Second Class,Corporate,East,Office Supplies
24/03/2018,Second Class,Corporate,East,Technology
30/09/2015,Standard Class,Consumer,South,Office Supplies
26/09/2015,Same Day,Corporate,Central,Office Supplies
31/10/2016,Same Day,Consumer,West,Office Supplies
31/10/2016,Same Day,Consumer,West,Office Supplies
31/10/2016,Same Day,Consumer,West,Office Supplies
31/10/2016,Same Day,Consumer,West,Office Supplies
31/10/2016,Same Day,Consumer,West,Furniture
31/10/2016,Same Day,Consumer,West,Office Supplies
31/10/2016,Same Day,Consumer,West,Technology
31/10/2016,Same Day,Consumer,West,Office Supplies
31/10/2016,Same Day,Consumer,West,Furniture
12/10/2016,Second Class,Consumer,East,Furniture
19/09/2017,Standard Class,Consumer,West,Office Supplies
13/04/2018,First Class,Corporate,West,Office Supplies
13/04/2018,First Class,Corporate,West,Office Supplies
07/01/2018,Standard Class,Consumer,South,Office Supplies
09/11/2018,First Class,Corporate,West,Furniture
22/09/2018,Second Class,Home Office,Central,Furniture
22/09/2018,Second Class,Home Office,Central,Office Supplies
01/12/2018,Standard Class,Home Office,East,Office Supplies
01/12/2018,Standard Class,Home Office,East,Technology
23/06/2015,Standard Class,Consumer,East,Technology
04/10/2016,Standard Class,Home Office,East,Furniture
04/10/2016,Standard Class,Home Office,East,Office Supplies
20/05/2015,Second Class,Corporate,East,Office Supplies
20/05/2015,Second Class,Corporate,East,Office Supplies
20/05/2015,Second Class,Corporate,East,Furniture
20/11/2016,Standard Class,Consumer,East,Office Supplies
30/11/2016,Standard Class,Consumer,East,Office Supplies
30/11/2016,Standard Class,Consumer,East,Office Supplies
30/11/2016,Standard Class,Consumer,East,Technology
31/12/2016,Standard Class,Consumer,Central,Furniture
31/12/2016,Standard Class,Consumer,Central,Office Supplies
16/11/2018,Same Day,Consumer,East,Office Supplies
06/06/2015,Standard Class,Corporate,East,Office Supplies
06/06/2015,Standard Class,Corporate,East,Office Supplies
06/06/2015,Standard Class,Corporate,East,Furniture
01/09/2017,Standard Class,Corporate,East,Office Supplies
01/09/2017,Standard Class,Corporate,East,Technology
01/09/2017,Standard Class,Corporate,East,Office Supplies
25/06/2017,Standard Class,Corporate,East,Furniture
25/06/2017,Standard Class,Corporate,East,Office Supplies
25/06/2017,Standard Class,Corporate,East,Office Supplies
12/12/2015,Standard Class,Consumer,West,Furniture
31/03/2018,Standard Class,Consumer,East,Technology
19/11/2018,Standard Class,Consumer,Central,Furniture
24/11/2015,Second Class,Consumer,Central,Technology
22/11/2016,Standard Class,Consumer,East,Office Supplies
14/07/2017,Standard Class,Corporate,East,Office Supplies
30/04/2017,Standard Class,Home Office,Central,Furniture
25/07/2017,Second Class,Consumer,West,Office Supplies
22/06/2015,First Class,Consumer,Central,Office Supplies
22/06/2015,First Class,Consumer,Central,Office Supplies
21/10/2018,Standard Class,Home Office,South,Office Supplies
03/09/2017,Standard Class,Consumer,Central,Office Supplies
14/05/2017,Same Day,Consumer,East,Furniture
07/01/2017,Standard Class,Home Office,West,Office Supplies
13/03/2018,Standard Class,Home Office,West,Office Supplies
13/10/2017,Standard Class,Consumer,Central,Technology
13/10/2017,Standard Class,Consumer,Central,Office Supplies
13/10/2017,Standard Class,Consumer,Central,Furniture
13/10/2017,Standard Class,Consumer,Central,Office Supplies
13/10/2017,Standard Class,Consumer,Central,Office Supplies
27/01/2018,Second Class,Consumer,East,Office Supplies
27/01/2018,Second Class,Consumer,East,Technology
27/01/2018,Second Class,Consumer,East,Technology
19/11/2018,Standard Class,Corporate,Central,Furniture
01/08/2015,First Class,Consumer,West,Office Supplies
30/07/2017,Standard Class,Home Office,Central,Office Supplies
30/07/2016,Second Class,Corporate,Central,Office Supplies
15/10/2017,Standard Class,Home Office,West,Office Supplies
15/10/2017,Standard Class,Home Office,West,Office Supplies
15/10/2017,Standard Class,Home Office,West,Office Supplies
15/10/2017,Standard Class,Home Office,West,Office Supplies
07/05/2017,Standard Class,Consumer,East,Office Supplies
07/05/2017,Standard Class,Consumer,East,Office Supplies
07/05/2017,Standard Class,Consumer,East,Furniture
07/05/2017,Standard Class,Consumer,East,Technology
07/05/2017,Standard Class,Consumer,East,Technology
07/05/2017,Standard Class,Consumer,East,Furniture
01/08/2018,Second Class,Corporate,West,Office Supplies
14/07/2017,Same Day,Consumer,South,Technology
10/08/2018,Standard Class,Consumer,Central,Office Supplies
10/08/2018,Standard Class,Consumer,Central,Furniture
10/08/2018,Standard Class,Consumer,Central,Technology
25/06/2017,Standard Class,Consumer,West,Office Supplies
10/12/2017,Standard Class,Consumer,West,Office Supplies
10/12/2017,Standard Class,Consumer,West,Office Supplies
10/12/2017,Standard Class,Consumer,West,Office Supplies
10/12/2017,Standard Class,Consumer,West,Office Supplies
10/12/2017,Standard Class,Consumer,West,Technology
01/12/2017,Standard Class,Consumer,South,Office Supplies
28/11/2015,Standard Class,Consumer,South,Office Supplies
28/03/2016,Standard Class,Consumer,East,Office Supplies
28/03/2016,Standard Class,Consumer,East,Office Supplies
01/06/2015,Standard Class,Consumer,South,Furniture
01/06/2015,Standard Class,Consumer,South,Technology
06/09/2016,Standard Class,Home Office,West,Office Supplies
06/09/2016,Standard Class,Home Office,West,Furniture
29/06/2016,Standard Class,Consumer,East,Furniture
10/09/2017,Second Class,Home Office,South,Office Supplies
14/07/2015,Standard Class,Home Office,Central,Office Supplies
14/07/2015,Standard Class,Home Office,Central,Technology
22/08/2016,Standard Class,Home Office,East,Office Supplies
14/11/2015,Second Class,Consumer,East,Technology
14/11/2015,Second Class,Consumer,East,Office Supplies
27/11/2017,First Class,Corporate,Central,Office Supplies
21/11/2018,Standard Class,Consumer,East,Furniture
01/10/2018,First Class,Consumer,West,Office Supplies
01/10/2018,First Class,Consumer,West,Office Supplies
01/10/2018,First Class,Consumer,West,Office Supplies
01/10/2018,First Class,Consumer,West,Furniture
20/09/2015,Standard Class,Corporate,South,Office Supplies
28/07/2018,Standard Class,Corporate,West,Office Supplies
28/07/2018,Standard Class,Corporate,West,Office Supplies
28/07/2018,Standard Class,Corporate,West,Technology
06/12/2016,Same Day,Consumer,East,Technology
06/12/2016,Same Day,Consumer,East,Office Supplies
06/12/2016,Same Day,Consumer,East,Furniture
31/07/2018,Standard Class,Corporate,East,Office Supplies
19/03/2017,Second Class,Consumer,West,Furniture
29/07/2018,Standard Class,Corporate,Central,Office Supplies
29/07/2018,Standard Class,Corporate,Central,Technology
01/10/2017,Standard Class,Consumer,East,Furniture
31/03/2015,Standard Class,Consumer,West,Office Supplies
31/03/2015,Standard Class,Consumer,West,Office Supplies
26/06/2018,Standard Class,Consumer,Central,Furniture
09/07/2018,Standard Class,Consumer,Central,Office Supplies
14/12/2016,Second Class,Consumer,West,Technology
05/12/2018,Standard Class,Corporate,East,Technology
15/09/2016,Second Class,Consumer,Central,Office Supplies
15/09/2016,Second Class,Consumer,Central,Office Supplies
15/07/2017,Standard Class,Home Office,West,Office Supplies
20/04/2018,Standard Class,Home Office,Central,Furniture
15/11/2017,Second Class,Consumer,West,Office Supplies
15/11/2017,Second Class,Consumer,West,Office Supplies
26/11/2017,Standard Class,Consumer,East,Technology
21/11/2018,Standard Class,Home Office,West,Office Supplies
21/11/2018,Standard Class,Home Office,West,Office Supplies
21/11/2018,Standard Class,Home Office,West,Office Supplies
21/11/2018,Standard Class,Home Office,West,Office Supplies
21/11/2018,Standard Class,Home Office,West,Technology
15/02/2016,Second Class,Consumer,West,Office Supplies
15/02/2016,Second Class,Consumer,West,Office Supplies
15/02/2016,Second Class,Consumer,West,Office Supplies
15/02/2016,Second Class,Consumer,West,Office Supplies
15/02/2016,Second Class,Consumer,West,Office Supplies
15/04/2017,Second Class,Home Office,West,Office Supplies
28/09/2016,First Class,Corporate,West,Office Supplies
28/09/2016,First Class,Corporate,West,Office Supplies
17/09/2017,Standard Class,Corporate,East,Technology
17/09/2017,Standard Class,Corporate,East,Furniture
16/06/2018,First Class,Consumer,West,Furniture
16/06/2018,First Class,Consumer,West,Office Supplies
08/11/2016,Second Class,Home Office,West,Office Supplies
08/11/2016,Second Class,Home Office,West,Technology
18/12/2016,Same Day,Consumer,East,Technology
06/02/2018,First Class,Consumer,South,Furniture
14/11/2017,Second Class,Consumer,South,Technology
14/11/2017,Second Class,Consumer,South,Office Supplies
14/11/2017,Second Class,Consumer,South,Office Supplies
12/10/2018,Same Day,Home Office,South,Office Supplies
17/09/2018,Same Day,Consumer,West,Office Supplies
20/12/2018,Standard Class,Corporate,East,Office Supplies
20/12/2018,Standard Class,Corporate,East,Office Supplies
02/12/2018,Standard Class,Corporate,South,Office Supplies
21/09/2016,Standard Class,Consumer,West,Office Supplies
06/03/2016,Standard Class,Consumer,West,Furniture
06/03/2016,Standard Class,Consumer,West,Technology
03/10/2015,Second Class,Corporate,West,Furniture
03/10/2015,Second Class,Corporate,West,Furniture
27/06/2015,Standard Class,Consumer,South,Office Supplies
27/06/2015,Standard Class,Consumer,South,Furniture
27/06/2015,Standard Class,Consumer,South,Technology
30/10/2018,First Class,Consumer,West,Furniture
30/10/2018,First Class,Consumer,West,Furniture
30/10/2018,First Class,Consumer,West,Furniture
03/09/2017,First Class,Corporate,East,Office Supplies
05/03/2016,Standard Class,Consumer,Central,Technology
05/03/2016,Standard Class,Consumer,Central,Office Supplies
05/05/2017,First Class,Corporate,South,Office Supplies
17/11/2018,Standard Class,Consumer,South,Office Supplies
01/06/2018,Second Class,Corporate,East,Office Supplies
10/06/2018,First Class,Consumer,West,Office Supplies
08/01/2018,First Class,Corporate,West,Furniture
20/04/2016,Standard Class,Corporate,South,Technology
20/04/2016,Standard Class,Corporate,South,Furniture
20/04/2016,Standard Class,Corporate,South,Office Supplies
01/11/2016,Standard Class,Corporate,East,Technology
23/12/2018,Standard Class,Corporate,East,Furniture
01/11/2016,Standard Class,Consumer,East,Office Supplies
01/11/2016,Standard Class,Consumer,East,Furniture
01/11/2016,Standard Class,Consumer,East,Technology
01/11/2016,Standard Class,Consumer,East,Technology
01/11/2016,Standard Class,Consumer,East,Technology
14/11/2015,Standard Class,Consumer,Central,Office Supplies
14/11/2015,Standard Class,Consumer,Central,Office Supplies
17/01/2017,Standard Class,Corporate,South,Technology
17/09/2018,Second Class,Home Office,South,Furniture
17/09/2018,Second Class,Home Office,South,Office Supplies
23/12/2017,First Class,Corporate,Central,Furniture
06/08/2016,First Class,Corporate,Central,Office Supplies
05/11/2018,Standard Class,Consumer,East,Technology
11/06/2018,First Class,Home Office,West,Furniture
11/06/2018,First Class,Home Office,West,Office Supplies
11/06/2018,First Class,Home Office,West,Office Supplies
11/06/2018,First Class,Home Office,West,Office Supplies
11/06/2018,First Class,Home Office,West,Office Supplies
20/07/2018,Standard Class,Corporate,Central,Office Supplies
20/07/2018,Standard Class,Corporate,Central,Office Supplies
20/07/2018,Standard Class,Corporate,Central,Office Supplies
20/07/2018,Standard Class,Corporate,Central,Furniture
20/07/2018,Standard Class,Corporate,Central,Office Supplies
20/07/2018,Standard Class,Corporate,Central,Technology
23/12/2016,First Class,Consumer,South,Office Supplies
20/03/2018,Standard Class,Corporate,West,Technology
31/12/2016,Second Class,Corporate,South,Office Supplies
31/12/2016,Second Class,Corporate,South,Office Supplies
31/12/2016,Second Class,Corporate,South,Office Supplies
31/12/2016,Second Class,Corporate,South,Office Supplies
15/09/2016,Second Class,Corporate,East,Office Supplies
15/09/2016,Second Class,Corporate,East,Furniture
15/09/2016,Second Class,Corporate,East,Office Supplies
23/09/2018,First Class,Home Office,West,Office Supplies
25/12/2016,Standard Class,Corporate,East,Furniture
24/09/2017,Second Class,Corporate,West,Office Supplies
24/09/2017,Second Class,Corporate,West,Office Supplies
21/03/2018,Standard Class,Consumer,Central,Office Supplies
21/03/2018,Standard Class,Consumer,Central,Office Supplies
30/09/2015,Standard Class,Consumer,South,Office Supplies
10/12/2018,Same Day,Consumer,East,Office Supplies
10/12/2018,Same Day,Consumer,East,Office Supplies
23/08/2015,Same Day,Consumer,East,Office Supplies
23/08/2015,Same Day,Consumer,East,Office Supplies
19/08/2015,Standard Class,Consumer,East,Office Supplies
10/11/2017,Standard Class,Consumer,South,Office Supplies
31/12/2015,First Class,Home Office,East,Furniture
31/12/2015,First Class,Home Office,East,Technology
26/07/2015,Second Class,Consumer,Central,Office Supplies
22/02/2017,Standard Class,Home Office,Central,Office Supplies
13/03/2017,Standard Class,Consumer,Central,Office Supplies
13/03/2017,Standard Class,Consumer,Central,Office Supplies
13/03/2017,Standard Class,Consumer,Central,Furniture
02/12/2018,Same Day,Corporate,West,Office Supplies
02/12/2018,Same Day,Corporate,West,Office Supplies
02/12/2018,Same Day,Corporate,West,Office Supplies
02/12/2018,Same Day,Corporate,West,Office Supplies
02/12/2018,Same Day,Corporate,West,Office Supplies
31/08/2016,First Class,Corporate,West,Furniture
31/08/2016,First Class,Corporate,West,Office Supplies
31/08/2016,First Class,Corporate,West,Technology
31/08/2016,First Class,Corporate,West,Technology
17/03/2015,Standard Class,Corporate,East,Furniture
17/03/2015,Standard Class,Corporate,East,Furniture
17/03/2015,Standard Class,Corporate,East,Furniture
17/03/2015,Standard Class,Corporate,East,Office Supplies
17/03/2015,Standard Class,Corporate,East,Office Supplies
16/04/2018,Standard Class,Consumer,East,Office Supplies
13/03/2017,Standard Class,Home Office,South,Furniture
13/03/2017,Standard Class,Home Office,South,Office Supplies
13/03/2017,Standard Class,Home Office,South,Office Supplies
24/11/2015,Second Class,Consumer,West,Furniture
10/02/2018,First Class,Consumer,East,Office Supplies
23/09/2017,Standard Class,Corporate,East,Furniture
23/09/2017,Standard Class,Corporate,East,Office Supplies
07/07/2018,Second Class,Corporate,East,Technology
07/07/2017,Second Class,Corporate,Central,Furniture
07/07/2017,Second Class,Corporate,Central,Office Supplies
07/07/2017,Second Class,Corporate,Central,Office Supplies
07/07/2017,Second Class,Corporate,Central,Furniture
24/01/2018,Standard Class,Consumer,South,Office Supplies
19/08/2015,Second Class,Consumer,East,Office Supplies
19/08/2015,Second Class,Consumer,East,Office Supplies
06/12/2016,Standard Class,Home Office,West,Office Supplies
06/05/2017,Standard Class,Home Office,East,Office Supplies
06/05/2017,Standard Class,Home Office,East,Office Supplies
06/05/2017,Standard Class,Home Office,East,Furniture
25/03/2018,First Class,Consumer,West,Office Supplies
25/03/2018,First Class,Consumer,West,Office Supplies
25/03/2018,First Class,Consumer,West,Office Supplies
25/03/2018,First Class,Consumer,West,Technology
25/03/2018,First Class,Consumer,West,Technology
12/12/2016,First Class,Consumer,West,Office Supplies
12/12/2016,First Class,Consumer,West,Office Supplies
06/12/2016,Standard Class,Consumer,East,Office Supplies
06/12/2016,Standard Class,Consumer,East,Office Supplies
06/12/2016,Standard Class,Consumer,East,Technology
06/12/2016,Standard Class,Consumer,East,Furniture
17/03/2017,Standard Class,Consumer,East,Office Supplies
14/11/2016,Standard Class,Corporate,East,Technology
14/11/2016,Standard Class,Corporate,East,Technology
14/11/2016,Standard Class,Corporate,East,Office Supplies
14/08/2018,Second Class,Consumer,West,Office Supplies
14/08/2018,Second Class,Consumer,West,Office Supplies
09/09/2018,Standard Class,Corporate,South,Office Supplies
09/09/2018,Standard Class,Corporate,South,Office Supplies
01/04/2018,Second Class,Consumer,Central,Office Supplies
01/04/2018,Second Class,Consumer,Central,Office Supplies
27/09/2017,Standard Class,Corporate,Central,Furniture
07/10/2018,Standard Class,Consumer,West,Technology
07/10/2018,Standard Class,Consumer,West,Technology
07/10/2018,Standard Class,Consumer,West,Technology
20/01/2018,Standard Class,Consumer,West,Office Supplies
20/01/2018,Standard Class,Consumer,West,Technology
23/03/2018,First Class,Home Office,West,Furniture
01/08/2015,Standard Class,Home Office,East,Office Supplies
07/06/2016,Second Class,Corporate,West,Office Supplies
12/11/2015,Standard Class,Consumer,West,Office Supplies
12/11/2015,Standard Class,Consumer,West,Furniture
29/12/2017,Standard Class,Consumer,Central,Furniture
06/07/2016,Standard Class,Home Office,East,Furniture
12/10/2018,Standard Class,Corporate,West,Technology
12/10/2018,Standard Class,Corporate,West,Office Supplies
21/05/2017,Standard Class,Corporate,West,Technology
09/11/2018,Standard Class,Corporate,West,Office Supplies
09/11/2018,Standard Class,Corporate,West,Technology
18/04/2017,Standard Class,Home Office,Central,Office Supplies
18/04/2017,Standard Class,Home Office,Central,Office Supplies
25/12/2018,Standard Class,Consumer,East,Technology
25/12/2018,Standard Class,Consumer,East,Office Supplies
25/12/2018,Standard Class,Consumer,East,Furniture
25/12/2018,Standard Class,Consumer,East,Office Supplies
11/06/2017,Standard Class,Corporate,Central,Office Supplies
11/06/2017,Standard Class,Corporate,Central,Office Supplies
11/06/2017,Standard Class,Corporate,Central,Furniture
13/05/2018,Standard Class,Home Office,West,Office Supplies
28/12/2018,Standard Class,Corporate,West,Furniture
25/03/2015,Standard Class,Consumer,East,Furniture
28/05/2018,Standard Class,Consumer,Central,Technology
14/11/2016,First Class,Corporate,South,Office Supplies
14/11/2016,First Class,Corporate,South,Office Supplies
03/07/2018,Standard Class,Consumer,West,Furniture
18/11/2015,Second Class,Consumer,West,Furniture
18/11/2015,Second Class,Consumer,West,Office Supplies
17/07/2018,Standard Class,Consumer,South,Furniture
22/05/2017,Standard Class,Consumer,East,Technology
22/05/2017,Standard Class,Consumer,East,Furniture
22/05/2017,Standard Class,Consumer,East,Office Supplies
22/05/2017,Standard Class,Consumer,East,Technology
22/05/2017,Standard Class,Consumer,East,Office Supplies
22/05/2017,Standard Class,Consumer,East,Technology
25/09/2016,Standard Class,Consumer,West,Office Supplies
31/10/2017,Standard Class,Consumer,East,Furniture
14/09/2016,Second Class,Consumer,South,Office Supplies
05/11/2017,Standard Class,Home Office,West,Office Supplies
17/03/2018,Second Class,Consumer,East,Office Supplies
17/03/2018,Second Class,Consumer,East,Technology
17/03/2018,Second Class,Consumer,East,Office Supplies
17/03/2018,Second Class,Consumer,East,Technology
17/03/2018,Second Class,Consumer,East,Technology
17/03/2018,Second Class,Consumer,East,Office Supplies
17/03/2018,Second Class,Consumer,East,Office Supplies
